,Player1,Player2,Player3,Player4,Player5,Team,GP,MP,POSS,DPOSS,DFGM,DFGA,D3PM,D3PA,DFTM,DFTA,DPTS
6761,Kyle Anderson,Pau Gasol,Manu Ginobili,David Lee,Kawhi Leonard,SAS,1,1.6,2,3,1,2,0,0,1,1,3
6762,Alec Burks,Boris Diaw,Gordon Hayward,George Hill,Trey Lyles,UTA,1,1.0,1,2,1,1,1,1,0,0,3
6763,Ersan Ilyasova,Timothe Luwawu-Cabarrot,Jahlil Okafor,Sergio Rodriguez,Hollis Thompson,PHI,2,5.2,9,8,1,10,0,4,1,2,3
6764,Mike Dunleavy,Kyrie Irving,LeBron James,Richard Jefferson,Kevin Love,CLE,2,3.3,8,6,1,5,1,2,0,0,3
6765,Matt Barnes,Willie Cauley-Stein,Rudy Gay,Garrett Temple,Anthony Tolliver,SAC,1,2.1,5,3,1,3,1,1,0,0,3
6766,Davis Bertans,Dewayne Dedmon,David Lee,Dejounte Murray,Jonathon Simmons,SAS,1,0.9,1,2,1,2,1,1,0,0,3
6767,Jaylen Brown,Jonas Jerebko,Marcus Smart,Isaiah Thomas,Tyler Zeller,BOS,2,1.8,3,2,1,2,0,0,1,1,3
6768,Ian Clark,Kevin Durant,Draymond Green,Shaun Livingston,David West,GSW,1,2.3,4,4,1,4,0,0,1,1,3
6769,Darrell Arthur,Danilo Gallinari,Juan Hernangomez,Emmanuel Mudiay,Jusuf Nurkic,DEN,1,0.9,2,3,1,2,0,1,1,2,3
6770,Dragan Bender,Eric Bledsoe,Devin Booker,Brandon Knight,Alan Williams,PHO,1,0.5,1,1,1,1,1,1,0,0,3
6771,Nemanja Bjelica,Gorgui Dieng,Tyus Jones,Zach LaVine,Andrew Wiggins,MIN,2,0.9,2,2,1,1,0,0,1,1,3
6772,Kent Bazemore,DeAndre' Bembry,Malcolm Delaney,Kris Humphries,Mike Muscala,ATL,1,0.8,1,2,1,2,1,2,0,0,3
6773,Anthony Bennett,Joe Harris,Sean Kilpatrick,Luis Scola,Greivis Vasquez,BRK,1,1.1,1,2,1,2,1,1,0,0,3
6774,Joe Harris,Rondae Hollis-Jefferson,Jeremy Lin,Brook Lopez,Luis Scola,BRK,2,0.6,1,2,1,2,1,1,0,0,3
6775,Wade Baldwin,Deyonta Davis,James Ennis,Andrew Harrison,Troy Williams,MEM,1,0.6,0,1,1,1,1,1,0,0,3
6776,Alex Abrines,Enes Kanter,Victor Oladipo,Cameron Payne,Russell Westbrook,OKC,1,0.6,2,3,1,2,0,1,1,1,3
6777,Michael Beasley,Malcolm Brogdon,Khris Middleton,Greg Monroe,Jason Terry,MIL,1,3.6,6,6,1,6,0,1,1,1,3
6778,Jerian Grant,Nikola Mirotic,Bobby Portis,Rajon Rondo,Dwyane Wade,CHI,1,1.8,2,3,1,4,1,4,0,0,3
6779,Luke Babbitt,Wayne Ellington,Tyler Johnson,Willie Reed,Josh Richardson,MIA,2,1.1,3,3,1,1,0,0,1,1,3
6780,Derrick Favors,Gordon Hayward,George Hill,Rodney Hood,Joe Ingles,UTA,2,2.4,4,5,1,6,0,1,1,1,3
6781,Jaylen Brown,Gerald Green,Jonas Jerebko,Marcus Smart,Tyler Zeller,BOS,1,1.2,2,3,0,2,0,1,3,4,3
6782,Trey Burke,Sheldon McClellan,Daniel Ochefu,Kelly Oubre,Marcus Thornton,WAS,1,2.7,5,5,1,4,0,1,1,1,3
6783,Anthony Bennett,Yogi Ferrell,Justin Hamilton,Joe Harris,Rondae Hollis-Jefferson,BRK,1,0.8,3,2,1,1,0,0,1,1,3
6784,Tony Allen,Vince Carter,Mike Conley,Marc Gasol,Troy Williams,MEM,1,1.1,2,2,1,1,0,0,1,1,3
6785,Al-Farouq Aminu,Allen Crabbe,Jake Layman,Meyers Leonard,Damian Lillard,POR,1,1.4,3,4,1,2,0,1,1,1,3
6786,Richaun Holmes,Timothe Luwawu-Cabarrot,Jahlil Okafor,Sergio Rodriguez,Dario Saric,PHI,1,0.9,2,3,1,3,1,2,0,0,3
6787,Harrison Barnes,Yogi Ferrell,Wesley Matthews,Dirk Nowitzki,Deron Williams,DAL,1,2.7,5,4,1,3,1,2,0,0,3
6788,Andre Drummond,Tobias Harris,Darrun Hilliard,Reggie Jackson,Stanley Johnson,DET,1,1.4,4,3,1,1,1,1,0,0,3
6789,Will Barton,Wilson Chandler,Danilo Gallinari,Emmanuel Mudiay,Jamal Murray,DEN,4,0.5,1,2,1,1,0,0,1,1,3
6790,Jose Calderon,Jordan Clarkson,Brandon Ingram,Larry Nance Jr.,Nick Young,LAL,2,1.0,2,1,1,1,1,1,0,1,3
6791,Dante Cunningham,Anthony Davis,Tyreke Evans,Langston Galloway,Solomon Hill,NOP,1,1.4,2,2,1,2,0,1,1,1,3
6792,Justin Anderson,J.J. Barea,Seth Curry,Wesley Matthews,Salah Mejri,DAL,2,0.5,1,1,1,1,0,0,1,1,3
6793,Goran Dragic,Rodney McGruder,Willie Reed,Josh Richardson,Derrick Williams,MIA,1,1.3,3,3,1,3,0,0,1,1,3
6794,Will Barton,Wilson Chandler,Kenneth Faried,Nikola Jokic,Emmanuel Mudiay,DEN,3,1.0,3,2,0,1,0,0,3,3,3
6795,Anthony Davis,Tim Frazier,Solomon Hill,Terrence Jones,Lance Stephenson,NOP,1,2.0,5,4,1,4,0,1,1,1,3
6796,Malcolm Brogdon,Thon Maker,Greg Monroe,Steve Novak,Mirza Teletovic,MIL,1,1.8,4,4,1,2,0,1,1,1,3
6797,Ryan Anderson,Trevor Ariza,Bobby Brown,James Harden,Montrezl Harrell,HOU,1,1.1,2,2,1,1,0,0,1,3,3
6798,LaMarcus Aldridge,Manu Ginobili,Danny Green,Kawhi Leonard,Jonathon Simmons,SAS,3,0.6,1,3,1,3,1,2,0,0,3
6799,Cristiano Felicio,Nikola Mirotic,Rajon Rondo,Dwyane Wade,Paul Zipser,CHI,1,3.7,7,7,1,8,1,3,0,0,3
6800,Malik Beasley,Wilson Chandler,Nikola Jokic,Jamal Murray,Jameer Nelson,DEN,1,0.9,3,2,0,0,0,0,3,5,3
6801,Taj Gibson,Robin Lopez,Doug McDermott,Dwyane Wade,Paul Zipser,CHI,1,1.5,2,3,1,1,0,0,1,2,3
6802,Malcolm Brogdon,Matthew Dellavedova,Jabari Parker,Miles Plumlee,Tony Snell,MIL,2,0.8,2,3,1,2,0,0,1,1,3
6803,Giannis Antetokounmpo,Malcolm Brogdon,Thon Maker,Jabari Parker,Rashad Vaughn,MIL,1,1.4,3,3,1,2,0,1,1,1,3
6804,Tarik Black,Jordan Clarkson,Brandon Ingram,Larry Nance Jr.,D'Angelo Russell,LAL,7,1.9,4,3,0,3,0,1,3,3,3
6805,Jae Crowder,Amir Johnson,Terry Rozier,Marcus Smart,Isaiah Thomas,BOS,2,0.4,2,1,0,0,0,0,3,4,3
6806,Chris Andersen,Kyrie Irving,LeBron James,Kevin Love,J.R. Smith,CLE,1,1.2,1,2,1,2,1,1,0,0,3
6807,Kyle Anderson,Danny Green,David Lee,Dejounte Murray,Tony Parker,SAS,1,0.6,2,2,1,2,0,0,1,2,3
6808,Gorgui Dieng,Kris Dunn,Tyus Jones,Karl-Anthony Towns,Andrew Wiggins,MIN,4,1.5,3,4,1,3,1,1,0,0,3
6809,Goran Dragic,James Johnson,Rodney McGruder,Josh Richardson,Hassan Whiteside,MIA,2,1.3,2,1,1,2,1,1,0,1,3
6810,Matt Barnes,DeMarcus Cousins,Rudy Gay,Garrett Temple,Anthony Tolliver,SAC,1,0.5,1,2,1,2,0,0,1,1,3
6811,Jonas Jerebko,Kelly Olynyk,Terry Rozier,Isaiah Thomas,James Young,BOS,1,1.2,2,2,1,2,1,2,0,0,3
6812,Brandon Bass,Jamal Crawford,Wesley Johnson,Luc Mbah a Moute,Austin Rivers,LAC,1,1.0,3,2,1,2,1,2,0,0,3
6813,Isaiah Canaan,Michael Carter-Williams,Nikola Mirotic,Bobby Portis,Denzel Valentine,CHI,1,0.3,1,1,1,1,1,1,0,0,3
6814,Allen Crabbe,Maurice Harkless,Jake Layman,Meyers Leonard,Shabazz Napier,POR,1,0.7,0,1,1,1,1,1,0,0,3
6815,Jae Crowder,Gerald Green,Al Horford,Marcus Smart,Tyler Zeller,BOS,1,2.1,3,4,1,3,1,2,0,0,3
6816,Kyle Anderson,Pau Gasol,Manu Ginobili,Kawhi Leonard,Patty Mills,SAS,2,1.5,4,4,1,4,0,2,1,1,3
6817,Davis Bertans,Manu Ginobili,Nicolas Laprovittola,David Lee,Kawhi Leonard,SAS,1,1.6,4,4,1,3,0,1,1,1,3
6818,Quincy Acy,Bojan Bogdanovic,Sean Kilpatrick,Brook Lopez,Isaiah Whitehead,BRK,1,2.6,4,4,0,4,0,1,3,3,3
6819,Nicolas Brussino,Seth Curry,Dorian Finney-Smith,A.J. Hammons,Salah Mejri,DAL,1,1.4,3,3,1,2,0,0,1,1,3
6820,Langston Galloway,Solomon Hill,Jrue Holiday,Terrence Jones,E'Twaun Moore,NOP,4,2.0,7,7,1,3,0,1,1,3,3
6821,Will Barton,Gary Harris,Nikola Jokic,Mike Miller,Jamal Murray,DEN,1,0.6,2,2,1,2,0,0,1,1,3
6822,Dante Exum,Derrick Favors,Gordon Hayward,Rodney Hood,Trey Lyles,UTA,2,1.4,2,2,0,1,0,1,3,3,3
6823,Dante Cunningham,Tyreke Evans,Solomon Hill,Jrue Holiday,Terrence Jones,NOP,2,1.9,4,4,1,3,1,2,0,1,3
6824,Jimmy Butler,Cristiano Felicio,Taj Gibson,Jerian Grant,Denzel Valentine,CHI,1,2.7,6,6,1,5,0,1,1,1,3
6825,Bradley Beal,Trey Burke,Marcin Gortat,Andrew Nicholson,Marcus Thornton,WAS,1,1.2,2,2,1,2,1,1,0,0,3
6826,LeBron James,Richard Jefferson,DeAndre Liggins,Kevin Love,Tristan Thompson,CLE,4,4.5,10,9,1,7,1,4,0,0,3
6827,Nemanja Bjelica,Gorgui Dieng,Kris Dunn,Zach LaVine,Brandon Rush,MIN,1,0.3,0,1,1,1,1,1,0,0,3
6828,Derrick Favors,George Hill,Rodney Hood,Trey Lyles,Shelvin Mack,UTA,1,1.1,3,2,1,1,1,1,0,0,3
6829,Kent Bazemore,Kyle Korver,Mike Muscala,Dennis Schroder,Mike Scott,ATL,2,0.6,1,2,1,1,0,0,1,1,3
6830,Jordan Clarkson,Luol Deng,Julius Randle,Lou Williams,Ivica Zubac,LAL,1,1.7,4,3,1,6,1,1,0,0,3
6831,Joel Embiid,Jahlil Okafor,Sergio Rodriguez,Dario Saric,Nik Stauskas,PHI,1,2.4,5,5,1,4,0,1,1,2,3
6832,Nemanja Bjelica,Gorgui Dieng,Kris Dunn,John Lucas III,Adreian Payne,MIN,1,0.6,2,1,1,1,0,0,1,2,3
6833,Wade Baldwin,James Ennis,Marc Gasol,JaMychal Green,Andrew Harrison,MEM,2,0.9,2,1,1,2,0,0,1,1,3
6834,Jaylen Brown,Al Horford,Amir Johnson,Terry Rozier,Isaiah Thomas,BOS,2,3.0,6,5,0,3,0,2,3,3,3
6835,Boris Diaw,Dante Exum,Rudy Gobert,Rodney Hood,Joe Johnson,UTA,5,1.2,4,2,1,2,0,1,1,1,3
6836,Justin Anderson,Harrison Barnes,Seth Curry,Jonathan Gibson,Dirk Nowitzki,DAL,1,0.7,1,2,1,2,1,2,0,0,3
6837,Avery Bradley,Jae Crowder,Jonas Jerebko,Marcus Smart,Tyler Zeller,BOS,1,1.2,2,2,1,2,0,1,1,1,3
6838,Channing Frye,Kyrie Irving,Kevin Love,Iman Shumpert,Tristan Thompson,CLE,2,1.0,3,2,1,2,1,1,0,0,3
6839,Malik Beasley,Kenneth Faried,Alonzo Gee,Nikola Jokic,Emmanuel Mudiay,DEN,1,1.1,3,3,1,2,0,0,1,1,3
6840,Jerami Grant,Joffrey Lauvergne,Anthony Morrow,Cameron Payne,Domantas Sabonis,OKC,1,2.4,4,3,1,3,0,0,1,3,3
6841,Gorgui Dieng,Zach LaVine,Ricky Rubio,Brandon Rush,Karl-Anthony Towns,MIN,2,1.8,3,3,1,2,1,2,0,2,3
6842,Harrison Barnes,Seth Curry,Jonathan Gibson,Wesley Matthews,Salah Mejri,DAL,1,0.6,2,1,0,0,0,0,3,3,3
6843,Allen Crabbe,Jake Layman,Meyers Leonard,C.J. McCollum,Evan Turner,POR,2,2.6,5,6,1,4,0,2,1,2,3
6844,Arron Afflalo,Omri Casspi,DeMarcus Cousins,Ty Lawson,Garrett Temple,SAC,2,0.6,1,1,1,1,1,1,0,0,3
6845,Robert Covington,Jerami Grant,Gerald Henderson,Richaun Holmes,Sergio Rodriguez,PHI,1,2.1,3,4,1,5,1,1,0,0,3
6846,Cristiano Felicio,Taj Gibson,Jerian Grant,Denzel Valentine,Paul Zipser,CHI,1,0.2,1,1,1,1,1,1,0,0,3
6847,Goran Dragic,James Johnson,Rodney McGruder,Dion Waiters,Okaro White,MIA,2,0.6,3,2,1,4,0,2,1,1,3
6848,Carmelo Anthony,Willy Hernangomez,Justin Holiday,Joakim Noah,Derrick Rose,NYK,2,1.9,4,3,1,4,1,2,0,0,3
6849,Randy Foye,Justin Hamilton,Rondae Hollis-Jefferson,Caris LeVert,Brook Lopez,BRK,2,0.3,1,1,1,1,1,1,0,0,3
6850,Nemanja Bjelica,Tyus Jones,Brandon Rush,Karl-Anthony Towns,Andrew Wiggins,MIN,1,1.0,2,2,1,2,1,2,0,0,3
6851,Carmelo Anthony,Ron Baker,Joakim Noah,Kyle O'Quinn,Derrick Rose,NYK,1,1.7,4,4,1,3,0,0,1,1,3
6852,Tony Allen,Troy Daniels,Andrew Harrison,Zach Randolph,Troy Williams,MEM,1,0.4,1,1,1,1,0,0,1,1,3
6853,Bradley Beal,Marcin Gortat,Markieff Morris,Otto Porter,Marcus Thornton,WAS,2,0.6,2,1,0,0,0,0,3,3,3
6854,Ian Clark,Kevin Durant,Kevon Looney,Patrick McCaw,Klay Thompson,GSW,1,1.3,3,3,1,2,1,1,0,0,3
6855,Dragan Bender,Devin Booker,Marquese Chriss,Tyler Ulis,T.J. Warren,PHO,2,1.6,3,3,1,2,0,1,1,2,3
6856,D.J. Augustin,Aaron Gordon,Mario Hezonja,Elfrid Payton,Damjan Rudez,ORL,2,1.0,2,3,1,2,0,1,1,1,3
6857,Nemanja Bjelica,Kris Dunn,Shabazz Muhammad,Lance Stephenson,Karl-Anthony Towns,MIN,1,2.5,3,3,1,3,0,1,1,1,3
6858,Leandro Barbosa,Dragan Bender,Tyson Chandler,Brandon Knight,P.J. Tucker,PHO,1,2.2,4,3,1,3,0,1,1,1,3
6859,Alec Burks,Boris Diaw,Dante Exum,Joe Ingles,Jeff Withey,UTA,1,1.4,4,3,1,2,0,1,1,1,3
6860,Dorian Finney-Smith,Jonathan Gibson,Salah Mejri,Dwight Powell,Deron Williams,DAL,1,0.6,1,2,1,1,0,0,1,1,3
6861,Ian Clark,Kevin Durant,Draymond Green,Andre Iguodala,Shaun Livingston,GSW,4,1.5,3,2,1,3,0,2,1,1,3
6862,Matt Barnes,Omri Casspi,Ty Lawson,Garrett Temple,Anthony Tolliver,SAC,1,0.0,0,1,0,0,0,0,3,3,3
6863,Avery Bradley,Jae Crowder,Terry Rozier,Isaiah Thomas,Tyler Zeller,BOS,1,0.7,1,2,0,0,0,0,3,3,3
6864,Cory Joseph,Norman Powell,Terrence Ross,Jonas Valanciunas,Fred VanVleet,TOR,1,0.9,2,2,1,1,0,0,1,1,3
6865,DeMarre Carroll,Cory Joseph,Lucas Nogueira,Terrence Ross,Jared Sullinger,TOR,2,3.2,8,6,1,6,1,2,0,1,3
6866,Arron Afflalo,Matt Barnes,Omri Casspi,Kosta Koufos,Ty Lawson,SAC,1,1.1,3,3,1,2,0,0,1,1,3
6867,Justin Anderson,Andrew Bogut,Nicolas Brussino,Jonathan Gibson,Dwight Powell,DAL,1,1.2,2,2,1,2,0,1,1,1,3
6868,Mike Dunleavy,Channing Frye,Richard Jefferson,DeAndre Liggins,Tristan Thompson,CLE,1,2.1,5,4,1,5,1,1,0,0,3
6869,LaMarcus Aldridge,Kyle Anderson,Danny Green,Kawhi Leonard,Jonathon Simmons,SAS,2,0.3,0,2,1,3,1,3,0,0,3
6870,Dante Cunningham,Tyreke Evans,Langston Galloway,Jrue Holiday,Terrence Jones,NOP,1,1.5,3,3,1,3,1,3,0,1,3
6871,Matt Barnes,Willie Cauley-Stein,Darren Collison,DeMarcus Cousins,Malachi Richardson,SAC,2,2.6,5,3,1,4,0,2,1,1,3
6872,Darrell Arthur,Kenneth Faried,Danilo Gallinari,Emmanuel Mudiay,Jamal Murray,DEN,1,1.6,3,2,1,1,0,0,1,1,3
6873,LaMarcus Aldridge,Kyle Anderson,Manu Ginobili,David Lee,Dejounte Murray,SAS,2,0.3,1,2,1,1,0,0,1,1,3
6874,DeMarre Carroll,DeMar DeRozan,Kyle Lowry,Jared Sullinger,Fred VanVleet,TOR,1,1.8,4,3,0,0,0,0,3,3,3
6875,Willy Hernangomez,Brandon Jennings,Kristaps Porzingis,Derrick Rose,Lance Thomas,NYK,2,2.5,5,6,1,5,0,1,1,1,3
6876,Wayne Ellington,James Johnson,Tyler Johnson,Rodney McGruder,Okaro White,MIA,1,1.6,4,4,1,3,0,0,1,2,3
6877,Malcolm Delaney,Kyle Korver,Paul Millsap,Mike Scott,Thabo Sefolosha,ATL,1,2.8,8,8,1,6,0,2,1,2,3
6878,Vince Carter,Mike Conley,Deyonta Davis,Jarell Martin,Troy Williams,MEM,3,3.2,5,5,1,4,1,4,0,1,3
6879,Jamal Crawford,Raymond Felton,Blake Griffin,Paul Pierce,Austin Rivers,LAC,1,1.9,3,2,1,3,1,3,0,0,3
6880,Harrison Barnes,Dorian Finney-Smith,Devin Harris,Salah Mejri,Deron Williams,DAL,2,1.8,3,3,1,3,0,2,1,2,3
6881,Kyle Anderson,Joel Anthony,Danny Green,David Lee,Patty Mills,SAS,1,1.0,3,3,1,2,0,0,1,2,3
6882,Kent Bazemore,Tim Hardaway,Paul Millsap,Dennis Schroder,Mike Scott,ATL,1,2.0,4,5,1,5,0,2,1,2,3
6883,Willie Cauley-Stein,Skal Labissiere,Ben McLemore,Georgios Papagiannis,Anthony Tolliver,SAC,1,1.1,2,1,1,1,1,1,0,0,3
6884,Spencer Dinwiddie,Randy Foye,Justin Hamilton,Caris LeVert,Luis Scola,BRK,1,2.6,7,5,1,4,0,2,1,2,3
6885,DeAndre' Bembry,Malcolm Delaney,Kris Humphries,Kyle Korver,Paul Millsap,ATL,1,1.1,3,2,1,2,1,1,0,0,3
6886,Kevin Durant,Andre Iguodala,Shaun Livingston,JaVale McGee,David West,GSW,1,0.7,2,1,1,1,0,0,1,1,3
6887,Isaiah Canaan,Doug McDermott,Nikola Mirotic,Bobby Portis,Rajon Rondo,CHI,1,1.7,2,3,1,3,1,2,0,0,3
6888,Jae Crowder,Kelly Olynyk,Terry Rozier,Isaiah Thomas,Tyler Zeller,BOS,1,0.8,2,2,1,2,0,0,1,1,3
6889,Cristiano Felicio,Jerian Grant,Doug McDermott,Bobby Portis,Paul Zipser,CHI,3,0.8,2,1,1,1,1,1,0,0,3
6890,Bojan Bogdanovic,Trevor Booker,Randy Foye,Justin Hamilton,Caris LeVert,BRK,1,1.0,3,3,0,1,0,0,3,4,3
6891,Jimmy Butler,Robin Lopez,Doug McDermott,Rajon Rondo,Denzel Valentine,CHI,1,0.9,2,1,1,1,0,0,1,1,3
6892,Kris Dunn,Shabazz Muhammad,Adreian Payne,Karl-Anthony Towns,Andrew Wiggins,MIN,1,1.4,3,4,1,4,0,1,1,1,3
6893,Anthony Davis,Tyreke Evans,Langston Galloway,Jrue Holiday,Donatas Motiejunas,NOP,2,1.9,5,4,1,4,1,1,0,0,3
6894,Allen Crabbe,Maurice Harkless,Damian Lillard,Mason Plumlee,Noah Vonleh,POR,4,1.1,3,2,1,2,0,0,1,1,3
6895,Alex Abrines,Semaj Christon,Jerami Grant,Enes Kanter,Anthony Morrow,OKC,1,0.4,1,2,0,0,0,0,3,3,3
6896,Andrew Bogut,Nicolas Brussino,Seth Curry,Wesley Matthews,Dirk Nowitzki,DAL,1,0.2,1,2,1,1,0,0,1,1,3
6897,Goran Dragic,James Johnson,Willie Reed,Josh Richardson,Dion Waiters,MIA,1,1.2,2,2,1,3,0,0,1,1,3
6898,Alex Abrines,Steven Adams,Anthony Morrow,Andre Roberson,Russell Westbrook,OKC,1,0.8,2,2,1,1,0,0,1,1,3
6899,Quincy Acy,Spencer Dinwiddie,Randy Foye,Rondae Hollis-Jefferson,Sean Kilpatrick,BRK,1,1.4,2,2,1,2,1,2,0,0,3
6900,Michael Kidd-Gilchrist,Jeremy Lamb,Miles Plumlee,Kemba Walker,Marvin Williams,CHO,2,0.8,1,1,1,1,1,1,0,0,3
6901,Jae Crowder,Gerald Green,Al Horford,Amir Johnson,Terry Rozier,BOS,1,0.6,1,1,1,1,1,1,0,0,3
6902,Alan Anderson,Wesley Johnson,Luc Mbah a Moute,Austin Rivers,Marreese Speights,LAC,1,0.4,0,1,1,1,1,1,0,0,3
6903,Dragan Bender,Devin Booker,Jared Dudley,Brandon Knight,P.J. Tucker,PHO,1,2.3,5,5,0,4,0,1,3,3,3
6904,Will Barton,Nikola Jokic,Jamal Murray,Jameer Nelson,Jusuf Nurkic,DEN,1,1.8,4,3,1,2,0,0,1,3,3
6905,D.J. Augustin,Aaron Gordon,Serge Ibaka,Jodie Meeks,Elfrid Payton,ORL,3,2.5,4,3,1,4,0,1,1,1,3
6906,Richard Jefferson,Kyle Korver,DeAndre Liggins,Tristan Thompson,Derrick Williams,CLE,1,0.2,1,1,1,1,1,1,0,0,3
6907,Jerryd Bayless,Gerald Henderson,Ersan Ilyasova,Jahlil Okafor,Nik Stauskas,PHI,1,0.8,1,2,0,1,0,0,3,3,3
6908,Ersan Ilyasova,T.J. McConnell,Jahlil Okafor,Dario Saric,Hollis Thompson,PHI,2,1.7,4,4,1,3,0,1,1,2,3
6909,Kyle Anderson,Bryn Forbes,Manu Ginobili,Patty Mills,Jonathon Simmons,SAS,1,0.1,1,1,0,0,0,0,3,3,3
6910,Marco Belinelli,Spencer Hawes,Roy Hibbert,Michael Kidd-Gilchrist,Ramon Sessions,CHO,1,2.2,5,5,1,6,1,3,0,0,3
